Age,Income,LoanAmount,CreditScore,Approved
22,47956,10000,569,1
21,54811,10000,631,0
24,47930,10000,626,1
25,54597,10000,582,0
26,84970,7000,691,0
25,85112,14000,630,0
23,84886,3000,583,0
23,85021,10000,691,0
26,54740,10000,552,0
24,85410,15000,599,0
25,84678,5000,632,0
23,28734,4325,648,0
23,58391,4325,623,0
25,28361,4300,691,0
24,36997,4300,631,0
22,63539,4300,529,0
22,85000,12000,525,0
23,130733,4300,687,0
23,37207,4275,651,0
22,33975,4250,682,0
25,85132,16000,494,0
24,43093,4250,711,0
24,84984,24250,622,0
23,55770,4250,583,0
22,61027,4250,627,0
23,84757,15000,611,0
26,85092,12000,694,0
26,58334,4225,631,0
22,85148,25000,642,0
22,84774,15000,653,0
22,55535,10000,595,0
26,85166,7000,618,0
24,48669,10000,609,1
24,85260,9000,707,0
24,84844,10000,641,0
22,55898,10000,628,0
23,55671,10000,579,0
26,85203,5400,639,0
26,85025,12000,667,0
22,85102,15000,696,0
23,85171,20000,671,0
23,85020,6000,632,0
22,84798,9600,635,0
22,56365,10000,520,0
24,56582,10000,706,0
23,56688,10000,595,0
23,85062,8400,648,0
22,84775,16000,655,0
22,85240,18000,672,0
21,37076,4200,520,0
25,36924,4200,547,0
24,84727,9000,620,0
22,37213,4200,517,1
24,85158,8950,642,0
25,38334,4200,530,0
22,38189,4200,684,0
26,41848,4200,440,1
24,85100,15000,523,0
26,42115,4200,637,0
24,84954,7500,622,0
22,35677,4200,715,1
21,35359,4200,652,1
24,42923,4200,638,0
22,35919,4200,637,1
22,44318,4200,676,0
21,45508,4200,648,0
26,77941,8000,690,1
25,45443,4200,614,0
24,47628,4200,667,0
21,49181,4200,619,0
25,48961,4200,560,0
24,85098,13950,621,0
23,50166,4200,622,0
23,85197,5000,650,0
24,51628,4200,630,0
25,85571,21000,669,0
23,85042,8700,589,0
22,44052,4200,633,1
25,44626,4200,510,1
22,85497,14075,623,0
25,45567,4200,692,1
24,57989,4200,588,0
23,85782,10500,673,0
26,58809,4200,692,0
23,85524,14500,656,0
22,85424,7450,656,0
26,67105,2500,691,1
26,86284,8500,609,0
23,85915,9600,666,0
26,85995,1000,598,0
24,67133,2900,634,1
26,64666,4200,682,0
25,86225,7200,709,0
23,66990,4200,519,0
23,86146,9600,666,0
25,78887,6000,548,1
26,86190,4400,677,0
23,86213,7500,639,0
25,86237,4800,639,0
21,86279,6000,606,0
22,86220,1500,666,0
23,66232,4200,657,1
26,86143,6000,703,0
24,85930,14000,667,0
23,74275,4200,662,0
23,86278,8500,596,0
23,75597,4200,633,0
25,76165,4200,670,0
25,86220,3250,715,0
24,85949,10000,624,0
24,86264,10000,656,0
24,86195,3500,567,0
26,79118,4200,655,0
25,79222,4200,490,0
23,73736,4200,666,1
22,67477,7400,688,1
26,83841,4200,625,0
24,86007,20000,567,0
22,85975,3200,662,0
22,88128,4200,623,0
21,36844,4150,679,0
23,121184,4150,726,0
25,28273,4125,705,0
23,24989,4100,685,0
22,36970,4100,568,0
23,86450,15000,617,0
22,46771,4100,583,0
23,51487,4100,656,0
23,46740,4100,578,1
26,85980,3000,682,0
26,86214,6500,671,0
22,58487,4100,686,0
26,69761,4100,610,0
22,86234,12000,595,0
26,84415,4075,600,0
24,18022,4050,638,1
26,61716,4050,586,0
25,86673,25000,645,0
22,86906,3000,629,0
25,99404,4050,623,0
23,31167,4025,589,0
24,65464,4025,635,0
24,87019,15000,632,0
26,87089,7500,661,0
21,15083,4000,505,1
25,87024,9250,668,0
24,15405,4000,691,1
21,15371,4000,664,1
21,86595,7500,619,0
26,57231,10000,678,0
25,87235,4800,543,0
26,87183,3000,652,0
26,57430,10000,668,0
26,57250,10000,722,0
24,86895,18000,559,0
21,58410,10000,690,0
23,87489,12000,686,0
23,58287,10000,608,0
22,58745,10000,527,0
25,87192,14000,596,0
25,51481,10000,648,1
24,87360,16000,556,0
24,87515,5000,602,0
22,87482,5000,659,0
25,51474,10000,666,1
23,58504,10000,572,0
23,87469,5000,618,0
23,87494,4200,679,0
25,87390,5000,545,0
21,58562,10000,583,0
23,58534,10000,616,0
23,87537,2400,616,0
23,51327,10000,634,1
24,87301,12000,636,0
22,87547,7200,668,0
26,87159,17000,506,0
24,68540,6000,602,1
24,87064,17000,668,0
22,87360,15000,598,0
25,87293,18000,548,0
25,58390,10000,703,0
25,87406,4800,621,0
24,58418,10000,685,0
24,87038,1000,653,0
24,87378,6000,597,0
26,87573,5000,701,0
26,58711,10000,689,0
26,87380,16000,671,0
21,86985,24000,682,0
26,58656,10000,568,0
23,58561,10000,619,0
22,51076,10000,647,1
23,87369,20000,680,0
23,87279,15000,622,0
23,58470,10000,603,0
23,51685,10000,563,1
23,79992,4000,654,1
23,67907,5650,562,1
22,58731,10000,557,0
25,87526,9000,695,0
23,52338,10000,584,1
24,59429,10000,603,0
22,60053,10000,649,0
22,52694,10000,656,1
22,87431,8400,662,0
24,60188,10000,643,0
24,87502,6000,607,0
24,52839,10000,678,1
24,87435,9000,670,0
26,60450,10000,591,0
24,60727,10000,709,0
26,87173,16000,672,0
22,61419,10000,562,0
24,87506,12000,679,0
24,87488,11200,618,0
22,61005,10000,680,0
26,87330,10500,651,0
24,87183,3000,682,0
23,61006,10000,671,0
25,87017,2100,545,0
25,87505,18000,644,0
24,87324,6000,675,0
23,61325,10000,542,0
23,60866,10000,661,0
25,87233,16000,702,0
21,60415,10000,603,0
21,61030,10000,663,0
24,61249,10000,651,0
24,61173,10000,517,0
22,87152,16000,706,0
24,87422,2100,664,0
25,87544,2000,607,0
22,87237,10000,578,0
24,60854,10000,540,0
26,61212,10000,534,0
21,60927,10000,582,0
24,60942,10000,642,0
22,60870,10000,700,0
25,61329,10000,703,0
22,61105,10000,585,0
22,61118,10000,663,0
24,87309,10000,699,0
22,87438,5000,663,0
21,87337,2000,681,0
22,87547,10800,593,0
24,87247,5000,660,0
24,61400,10000,662,0
25,53862,10000,564,1
22,87616,3500,685,0
23,61116,10000,631,0
23,61182,10000,663,0
23,87571,7000,655,0
23,87507,6000,635,0
24,87143,6000,621,0
23,61261,10000,567,0
26,60877,10000,651,0
24,68142,4900,536,1
23,87117,5000,602,0
25,87384,15000,627,0
23,87751,8700,570,0
23,87740,8000,627,0
23,87064,9000,588,0
22,61340,10000,572,0
24,54082,10000,603,1
23,87026,6400,690,0
24,87633,8000,655,0
22,53740,10000,634,1
22,60831,10000,614,0
24,87373,18000,603,0
23,87363,5975,689,0
22,87208,15000,641,0
26,87279,10000,613,0
25,61256,10000,631,0
23,87466,11875,616,0
22,61014,10000,643,0
22,61207,10000,586,0
22,87824,12000,646,0
25,87309,6000,653,0
23,61078,10000,627,0
26,61027,10000,698,0
22,87835,5000,673,0
25,60888,10000,552,0
22,61059,10000,620,0
25,87336,10000,585,0
23,61085,10000,602,0
25,87498,3200,640,0
22,87298,8000,618,0
22,60715,10000,486,0
24,61322,10000,651,0
23,68357,18000,611,1
25,87104,18000,631,0
22,54301,10000,507,1
25,61734,10000,690,0
24,87529,16000,556,0
22,54942,10000,667,1
22,87240,15000,616,0
24,87190,8200,644,0
26,87340,6600,561,0
26,55189,10000,674,1
24,62220,10000,557,0
23,87315,16000,692,0
26,87280,10000,615,0
24,87418,9000,680,0
22,55138,10000,588,1
24,62597,10000,604,0
26,80272,12000,655,1
22,62906,10000,697,0
25,87471,20000,486,0
24,87589,20000,552,0
23,62653,10000,630,0
22,62924,10000,610,0
25,87598,5000,521,0
26,63506,10000,690,0
24,63304,10000,564,0
24,63575,10000,489,0
25,87738,25000,706,0
25,63463,10000,671,0
24,87612,8000,687,0
22,63434,10000,615,0
24,63766,10000,676,0
23,55997,10000,667,1
26,79722,15000,561,1
25,62972,10000,588,0
25,63543,10000,663,0
22,87401,15000,622,0
26,87262,4000,683,0
23,63405,10000,665,0
24,63101,10000,642,0
22,87666,25000,669,0
24,87424,5000,599,0
23,56467,10000,659,1
23,56770,10000,661,1
22,87269,5500,625,0
22,64586,10000,692,0
21,64752,10000,600,0
22,87248,13000,583,0
21,64383,10000,449,0
24,87477,16000,614,0
26,64789,10000,665,0
22,87702,18000,718,0
21,87582,8000,624,0
25,64495,10000,689,0
24,58035,10000,640,1
22,65377,10000,650,0
23,68512,30000,655,1
24,87894,35000,532,0
24,88038,25000,644,0
25,88095,8000,522,0
24,87728,15000,568,0
24,87791,25000,680,0
21,57770,10000,715,1
22,65328,10000,607,0
26,65470,10000,676,0
22,58737,10000,682,1
22,88159,13200,584,0
23,80811,22000,566,1
24,65754,10000,653,0
25,65985,10000,627,0
26,66095,10000,614,0
24,66440,10000,658,0
26,88191,4500,650,0
26,88097,12000,584,0
24,67169,10000,635,0
25,59592,10000,640,1
23,66845,10000,660,0
24,88265,2300,660,0
25,81212,12000,636,1
24,88358,11200,702,0
25,88572,20000,609,0
25,88636,10000,655,0
24,88733,12000,598,0
26,88882,15000,594,0
22,66943,10000,651,0
22,88691,22000,655,0
25,59140,10000,626,1
26,88451,10625,559,0
25,88675,6500,678,0
23,66905,10000,592,0
22,88810,7000,620,0
22,88410,7000,650,0
22,88915,12000,621,0
24,88600,10000,651,0
25,66858,10000,589,0
23,66916,10000,662,0
23,67032,10000,600,0
22,66892,10000,601,0
22,88642,5000,519,0
22,88474,17000,541,0
24,88718,10000,689,0
23,66996,10000,637,0
24,67404,10000,708,0
24,69512,4500,668,1
24,88865,6500,610,0
23,88217,7000,621,0
22,59910,10000,672,1
25,88362,3500,615,0
25,88619,9000,651,0
26,88607,14400,610,0
26,67104,10000,696,0
24,88254,8000,657,0
24,67093,10000,550,0
22,88571,3000,673,0
26,81463,5000,696,1
24,88337,16000,635,0
24,67019,10000,583,0
25,66826,10000,549,0
26,67376,10000,680,0
24,68232,10000,693,0
23,88553,7500,668,0
24,88438,14400,569,0
24,68165,10000,625,0
26,81393,6500,710,1
23,67983,10000,679,0
25,69119,25000,666,1
24,68940,10000,654,0
22,88816,11200,629,0
25,89162,25000,576,0
23,88970,1000,593,0
26,69583,10000,698,0
25,88781,5000,607,0
26,89029,17500,707,0
25,69462,10000,592,0
21,81754,20000,715,1
23,88922,7500,654,0
26,89116,35000,667,0
24,89061,7000,663,0
23,82329,25000,586,1
22,61951,10000,581,1
24,62103,10000,630,1
23,89248,10000,640,0
23,69085,10000,588,0
26,70059,10000,649,0
23,69838,10000,648,0
21,70546,10000,624,0
23,70665,10000,644,0
24,82141,10000,616,1
24,89540,24000,561,0
22,70795,10000,653,0
23,82161,15000,625,1
23,70916,10000,638,0
24,89747,3900,615,0
22,89882,9000,634,0
23,70967,10000,677,0
22,71504,10000,612,0
26,64484,10000,611,1
25,71878,10000,610,0
25,89741,12000,639,0
23,71625,10000,557,0
26,89820,10000,495,0
21,90075,25000,565,0
26,89890,1200,572,0
24,71667,10000,660,0
22,89899,2500,608,0
21,89593,15000,652,0
22,89768,4000,675,0
24,72377,10000,657,0
25,89770,16000,681,0
26,89870,4475,635,0
23,89669,15000,669,0
23,89757,10000,669,0
26,89651,3500,642,0
25,72801,10000,641,0
24,72834,10000,692,0
22,89844,10000,636,0
22,73219,10000,675,0
26,90290,3000,579,0
25,89482,10000,542,0
26,73033,10000,593,0
25,90050,10000,704,0
26,70554,15000,661,1
23,89641,17500,645,0
26,89371,1200,577,0
24,73011,10000,643,0
23,89907,20000,543,0
26,72944,10000,685,0
22,72871,10000,638,0
23,89448,12000,645,0
24,72851,10000,599,0
25,66034,10000,643,1
24,89877,5000,626,0
24,65900,10000,538,1
22,89807,12000,711,0
22,89794,3000,590,0
24,89648,5000,663,0
24,73107,10000,573,0
25,73185,10000,652,0
21,82626,17500,629,1
23,89809,17000,607,0
22,66093,10000,631,1
22,90285,11500,661,0
23,65799,10000,622,1
24,90234,25000,499,0
26,90116,15000,554,0
22,83056,10000,553,1
23,90346,5000,693,0
24,90485,4000,675,0
22,90104,8000,640,0
23,73047,10000,547,0
23,83244,9800,592,1
25,72972,10000,551,0
26,90451,8000,639,0
23,73165,10000,571,0
24,72749,10000,682,0
26,83090,4000,644,1
22,73232,10000,649,0
21,73125,10000,655,0
25,71373,5300,576,1
25,90792,4000,654,0
24,90794,12000,596,0
24,90684,19750,632,0
23,90826,11050,634,0
21,73164,10000,555,0
23,73104,10000,556,0
23,65543,10000,674,1
21,90770,8500,623,0
24,91181,18300,601,0
24,90834,3500,655,0
24,65830,10000,662,1
22,65617,10000,666,1
24,73017,10000,600,0
23,90772,31825,541,0
23,65804,10000,601,1
25,72846,10000,657,0
22,65910,10000,628,1
23,66168,10000,670,1
25,91003,4800,604,0
23,90988,24000,623,0
23,90958,5400,581,0
24,73738,10000,628,0
26,90866,5000,685,0
22,74794,10000,622,0
23,75702,10000,671,0
23,90963,10200,617,0
23,75353,10000,654,0
26,68351,10000,634,1
26,90650,6500,650,0
22,83639,15000,674,1
26,90978,10000,667,0
22,53035,4000,603,0
23,90836,5000,620,0
24,53926,4000,657,0
23,90889,12000,650,0
24,90850,11125,522,0
25,91133,8000,676,0
22,54436,4000,679,0
22,54698,4000,681,0
24,91159,15600,654,0
21,54974,4000,599,0
25,90974,24000,640,0
22,91119,14950,568,0
24,91196,16000,684,0
22,91281,15000,659,0
24,47649,4000,663,1
25,90816,7200,624,0
21,54748,4000,621,0
25,54979,4000,651,0
22,54911,4000,627,0
26,84080,14400,577,1
23,54936,4000,602,0
24,91232,7000,675,0
24,54931,4000,680,0
23,90990,14400,670,0
23,91064,14000,674,0
23,54868,4000,688,0
25,47902,4000,654,1
24,90992,8000,606,0
26,90991,9250,545,0
24,55127,4000,620,0
23,91013,21000,655,0
21,55096,4000,667,0
22,54817,4000,709,0
25,90869,12000,523,0
26,54806,4000,577,0
24,90929,15000,611,0
23,90980,12000,684,0
22,90905,14825,663,0
24,75426,10000,575,0
22,91039,8150,615,0
23,75438,10000,683,0
23,90767,16100,712,0
22,75032,10000,631,0
22,84064,17000,687,1
26,75400,10000,540,0
24,91042,16000,674,0
22,76049,10000,661,0
22,75890,10000,670,0
25,75978,10000,641,0
23,90945,5000,648,0
23,75993,10000,647,0
25,83998,4500,619,1
24,91165,12000,663,0
22,90906,28000,638,0
26,90887,15000,672,0
26,90902,7000,630,0
21,90965,7125,598,0
26,90869,7200,663,0
24,90885,8500,598,0
25,90964,11000,602,0
25,90972,5800,679,0
24,90856,29800,657,0
23,91077,4200,603,0
26,90951,6375,637,0
25,90416,15000,635,0
21,91073,14125,651,0
26,90787,4000,685,0
23,91222,7000,665,0
26,91064,12500,588,0
25,78633,10000,624,0
23,90856,5000,633,0
26,83796,6200,631,1
22,83971,10000,575,1
24,90926,11200,593,0
22,90718,11000,651,0
24,78841,10000,651,0
26,90976,7000,583,0
26,79169,10000,621,0
23,78892,10000,680,0
24,91125,8000,676,0
21,79025,10000,643,0
26,78993,10000,725,0
21,91147,9000,574,0
24,78780,10000,657,0
22,79093,10000,591,0
26,91162,13000,619,0
26,90852,3500,588,0
24,90706,7000,469,0
23,78674,10000,568,0
23,71880,10000,574,1
22,78789,10000,664,0
22,91002,9000,671,0
23,90739,4950,648,0
26,90627,10000,623,0
24,91501,19000,555,0
24,78775,10000,574,0
26,91045,29700,623,0
25,78900,10000,596,0
25,91171,1000,645,0
25,79070,10000,568,0
21,78927,10000,619,0
22,79300,10000,693,0
23,79576,10000,691,0
22,80008,10000,685,0
24,91071,3000,561,0
24,91028,12000,663,0
26,79466,10000,655,0
25,80185,10000,609,0
26,91063,5000,662,0
23,79791,10000,668,0
26,91068,12000,555,0
23,90866,10000,659,0
25,90926,10000,542,0
25,81382,10000,631,0
25,83740,15000,668,1
23,91109,12000,603,0
24,90961,12000,658,0
24,91163,3000,594,0
22,90982,10600,707,0
24,81316,10000,534,0
24,91232,7000,525,0
21,90923,5400,612,0
24,81751,10000,630,0
24,82672,10000,675,0
24,82788,10000,719,0
25,90801,12000,643,0
24,91179,25000,608,0
22,90944,9000,645,0
25,82786,10000,646,0
26,82771,10000,673,0
21,82586,10000,591,0
23,91338,10200,692,0
22,75923,10000,658,1
24,83321,10000,510,0
26,76661,10000,669,1
25,90701,6000,646,0
24,84504,10000,649,0
22,77789,10000,642,1
23,90996,12000,472,0
23,90769,6400,612,0
24,85081,10000,618,0
21,90823,8550,660,0
22,85027,10000,664,0
26,71290,14000,651,1
24,91127,12000,687,0
24,91136,6675,667,0
22,84948,10000,660,0
25,71671,5200,675,1
23,77706,10000,667,1
23,85104,10000,652,0
26,90892,4000,682,0
26,78013,10000,606,1
24,90806,11500,611,0
25,90709,20000,608,0
24,84916,10000,681,0
24,83621,25000,655,1
21,91154,10000,704,0
25,90553,1500,649,0
26,91227,9600,644,0
25,90955,9600,682,0
25,90822,12000,662,0
26,90559,15350,687,0
23,84847,10000,642,0
23,91133,8000,539,0
22,91325,25000,657,0
24,85039,10000,633,0
23,91349,7100,606,0
22,90893,18000,677,0
22,91028,19800,645,0
24,84801,10000,681,0
25,85079,10000,619,0
23,84868,10000,553,0
23,77822,10000,589,1
24,84965,10000,584,0
26,84774,10000,580,0
22,85923,10000,689,0
25,91124,3000,652,0
23,86271,10000,607,0
22,86129,10000,674,0
23,86856,10000,704,0
22,90758,9000,601,0
24,90835,12000,687,0
26,79576,10000,582,1
23,90720,15000,657,0
22,87221,10000,609,0
23,91208,5000,537,0
22,71169,9250,584,1
26,91045,7200,647,0
24,90850,1200,589,0
22,90698,15000,634,0
23,87615,10000,667,0
23,91026,17000,678,0
22,91378,16000,628,0
25,87277,10000,677,0
23,87552,10000,591,0
24,91288,5500,545,0
25,90920,12000,637,0
26,87572,10000,645,0
24,90969,15000,663,0
21,91071,25000,638,0
24,87662,10000,658,0
23,87664,10000,661,0
25,87792,10000,716,0
22,80627,10000,578,1
26,88017,10000,619,0
23,88245,10000,664,0
25,88905,10000,605,0
26,88578,10000,670,0
25,88750,10000,691,0
26,91165,6000,708,0
23,90999,6000,636,0
24,91143,25000,664,0
23,83747,15000,606,1
24,88554,10000,565,0
21,90793,20000,595,0
25,91124,20000,507,0
26,90271,10000,603,0
24,71594,10000,655,1
24,90832,10000,599,0
25,90786,8000,553,0
24,90861,10000,630,0
24,90926,5000,650,0
23,91186,11000,524,0
24,90852,15000,576,0
25,91137,5600,657,0
22,91111,10000,489,0
23,90906,12500,667,0
24,90975,8500,541,0
26,71551,17500,680,1
23,91294,10000,663,0
26,90841,21000,645,0
23,71470,5000,667,1
26,90964,10000,595,0
23,91050,8000,522,0
25,91042,10000,675,0
23,90935,20400,616,0
22,90801,24000,602,0
23,90514,5400,574,0
24,84161,10000,636,1
25,90959,8500,623,0
23,90523,4900,553,0
24,91135,9600,578,0
24,91229,12000,663,0
23,91131,8000,604,0
26,90692,10000,582,0
22,91010,10000,668,0
25,83755,10000,594,1
24,90932,25000,528,0
22,90873,10000,586,0
23,90929,7600,605,0
26,91034,10000,522,0
22,90859,5000,639,0
23,90475,10000,592,0
26,91384,10000,696,0
24,90888,2000,582,0
23,90916,10000,634,0
22,90951,6000,552,0
22,71281,25000,648,1
24,90670,16500,648,0
22,91116,10000,704,0
26,90665,8000,664,0
23,90893,10000,591,0
23,92220,10000,646,0
23,91003,4500,695,0
26,90930,10000,644,0
26,92502,10000,620,0
24,90945,7200,652,0
24,91117,9000,652,0
22,94514,10000,563,0
21,94537,10000,622,0
23,94754,10000,559,0
23,94934,10000,621,0
26,95182,10000,618,0
24,91112,10000,636,0
24,90825,15000,642,0
26,90829,3000,657,0
25,90695,6000,649,0
25,90903,15000,640,0
22,90970,5600,631,0
22,95923,10000,601,0
22,89566,10000,625,1
24,96823,10000,698,0
23,90806,3200,610,0
22,96831,10000,520,0
23,90979,3000,554,0
23,90816,16800,640,0
25,90932,5000,619,0
23,97028,10000,681,0
22,91299,8000,608,0
22,96964,10000,560,0
24,90756,15000,673,0
26,96823,10000,563,0
25,97200,10000,662,0
24,89871,10000,660,1
25,97144,10000,614,0
22,91225,4800,634,0
26,97169,10000,588,0
23,90831,15000,687,0
24,83922,4900,622,1
25,91023,7500,621,0
23,91076,6000,675,0
25,89780,10000,639,1
24,96930,10000,683,0
23,91099,19600,614,0
23,90920,9500,682,0
25,90923,10000,668,0
26,83898,25000,689,1
24,97044,10000,671,0
24,96898,10000,676,0
25,97316,10000,637,0
23,83749,2500,469,1
23,90810,12000,666,0
23,97239,10000,652,0
25,91275,6000,650,0
24,91485,6500,492,0
24,91445,7000,586,0
26,99465,10000,605,0
24,100041,10000,694,0
22,91593,12000,648,0
25,91719,7000,606,0
23,99940,10000,596,0
26,92017,10000,669,0
24,100312,10000,680,0
22,91822,10675,609,0
24,91764,7200,624,0
25,91717,15000,543,0
23,100820,10000,532,0
22,91696,10000,561,0
22,100832,10000,588,0
25,92033,14500,579,0
23,91653,25000,624,0
24,92020,15000,608,0
22,91732,6700,602,0
25,101670,10000,568,0
25,101952,10000,713,0
23,101542,10000,667,0
23,101527,10000,538,0
26,91870,1200,662,0
23,92517,3000,659,0
25,92187,22400,680,0
25,92196,10000,573,0
26,72265,7000,640,1
23,92326,15000,590,0
25,92527,9000,591,0
26,91993,8000,574,0
23,96024,10000,694,1
24,103144,10000,655,0
21,92076,14000,649,0
23,92232,3600,698,0
24,92305,6000,645,0
24,91953,12000,462,0
22,88591,10000,668,1
24,91967,13500,692,0
24,92126,13500,636,0
26,92004,5425,631,0
22,92112,24000,639,0
22,103003,10000,626,0
22,92561,15000,673,0
24,91871,20050,679,0
24,103033,10000,587,0
23,103216,10000,704,0
26,102771,10000,662,0
24,103017,10000,588,0
25,92136,14000,612,0
25,92027,6000,635,0
25,92250,20000,694,0
24,102812,10000,601,0
23,88834,10000,642,1
23,103067,10000,677,0
23,92447,20000,635,0
26,103288,10000,675,0
26,103963,10000,658,0
25,104178,10000,615,0
22,105630,10000,613,0
23,92518,18000,675,0
24,92185,10000,647,1
26,106506,10000,673,0
23,72625,20000,545,1
22,85143,25000,569,1
23,109017,10000,483,0
25,84780,15000,711,1
24,109170,10000,634,0
25,72572,3400,668,1
26,92162,7400,657,0
25,92419,3000,655,0
25,109093,10000,549,0
25,108855,10000,663,0
22,92588,18000,580,0
25,92217,3000,619,0
23,108966,10000,604,0
22,72690,20000,632,1
26,108810,10000,619,0
24,108847,10000,662,0
26,92809,6000,618,0
24,92686,12000,669,0
26,85470,14500,574,1
21,94838,10000,591,1
23,93070,4800,672,0
22,92755,15000,658,0
23,108909,10000,682,0
26,92765,24000,593,0
24,108775,10000,615,0
26,110263,10000,586,0
25,92654,14800,660,0
23,110340,10000,620,0
22,93277,6000,610,0
22,92994,12000,659,0
26,92928,12800,693,0
25,93058,6500,681,0
25,93207,20000,552,0
21,93207,8000,597,0
23,93016,10000,683,0
23,111357,10000,668,0
22,93071,13750,617,0
23,93239,25000,633,0
24,93298,12000,610,0
26,112114,10000,705,0
25,93090,12000,687,0
22,93034,12400,659,0
23,112794,10000,616,0
25,93511,9000,614,0
24,113769,10000,598,0
26,86057,6000,643,1
23,93754,3500,570,0
25,93292,3000,535,0
24,93666,4000,688,0
22,73493,35000,616,1
23,113719,10000,530,0
24,93607,3850,546,0
25,85845,10000,629,1
23,114955,10000,685,0
24,114971,10000,514,0
25,54928,10025,690,0
23,79432,10075,555,0
26,36254,10100,692,1
22,86335,3200,476,1
23,93303,10000,607,0
24,84894,10125,673,0
25,93256,8000,578,0
22,93304,21000,580,0
23,83542,10150,650,0
24,93396,14000,580,0
20,93288,6000,699,0
26,93205,5400,564,0
24,85978,5000,631,1
23,86383,20000,661,1
26,48728,10200,613,0
26,93171,6000,578,0
25,93550,15000,656,0
23,93766,12000,627,0
24,51505,10200,494,0
23,92836,6000,588,0
24,86114,5000,663,1
25,85860,2400,493,1
25,93471,16000,682,0
20,93599,24250,629,0
25,93539,3425,669,0
22,61055,10200,649,0
23,66845,10200,643,0
22,93687,5875,636,0
24,93928,15000,624,0
23,103347,10200,617,0
22,109242,10200,607,0
24,93869,4800,652,0
24,121313,10200,667,0
24,27144,11000,570,1
26,33578,11000,658,1
23,33663,11000,608,1
22,33467,11000,646,1
21,35951,11000,546,1
21,35906,11000,585,1
23,36293,11000,634,1
25,37973,11000,540,1
26,93880,6800,671,0
23,39329,11000,653,1
25,39586,11000,632,1
23,93740,4000,636,0
23,94096,11700,660,0
23,40324,11000,585,1
25,94541,30000,532,0
23,94522,15000,640,0
23,41221,11000,634,1
25,35933,11000,572,1
24,94542,2300,631,0
23,94721,2400,573,0
24,87477,14000,593,1
25,87409,10000,521,1
24,35610,11000,655,1
24,94719,4500,654,0
23,69334,11050,686,1
23,94286,10000,663,0
25,94373,8000,601,0
22,37114,11100,689,1
23,94440,5000,683,0
26,94795,7200,645,0
24,94545,5000,643,0
24,94382,8500,606,0
22,94261,1750,544,0
22,87346,8500,585,1
22,39709,11100,631,1
25,55254,11100,649,0
23,94436,15000,620,0
22,75908,11100,685,0
23,94649,25000,609,0
26,94802,3000,683,0
26,94305,8325,603,0
23,94705,6000,661,0
21,49102,12000,646,0
22,32242,11200,562,1
24,37959,11200,611,1
23,94617,4200,609,0
24,94416,20000,663,0
25,95090,8000,640,0
25,94757,6000,636,0
22,48970,5000,666,0
23,94701,4600,608,0
24,49199,12000,593,0
24,94627,3600,623,0
23,94603,12400,608,0
26,44045,11200,577,1
26,94429,12000,616,0
25,38201,11200,659,1
22,49325,11200,631,0
24,50877,11200,561,0
22,94894,12000,681,0
21,51356,11200,686,0
25,94872,10000,642,0
23,94604,6000,653,0
22,51474,11200,692,0
26,94449,1750,665,0
23,54931,11200,692,0
25,94552,14000,631,0
23,87613,12000,638,1
24,55068,11200,624,0
26,94519,2400,544,0
22,94772,15000,640,0
23,94631,25000,624,0
25,94447,2400,681,0
24,94441,9800,600,0
23,95079,1000,620,0
24,61074,11200,705,0
23,87097,19000,705,1
22,63497,11200,624,0
23,94912,6150,595,0
23,65978,11200,656,0
22,94543,18000,611,0
22,94527,7750,678,0
22,94614,16000,615,0
22,94274,16000,671,0
24,94374,14500,616,0
23,72891,11200,655,0
24,94594,25000,579,0
24,74290,11200,620,0
22,74446,11200,591,0
22,94716,4000,662,0
25,95103,14200,607,0
22,70461,11200,661,1
24,94537,8000,606,0
23,94542,16000,556,0
22,94507,9600,667,0
25,74586,20000,649,1
25,82824,11200,584,0
22,84200,11200,616,0
24,86141,11200,600,0
24,74778,13500,613,1
22,94809,5600,668,0
25,87005,11200,700,0
25,94406,25000,624,0
26,94975,11200,628,0
25,97175,11200,631,0
25,95110,6000,679,0
25,99301,11200,670,0
23,74518,15000,673,1
24,105563,11200,599,0
24,95403,4000,645,0
22,94937,5000,560,0
24,95061,17400,660,0
26,121008,11200,696,0
22,95030,17500,621,0
26,95021,8000,542,0
24,94980,6000,646,0
23,95370,7200,568,0
25,87937,16000,607,1
23,95339,4800,552,0
24,132879,11200,627,0
25,94842,16000,648,0
24,217203,11200,605,0
25,54968,11250,630,0
25,90901,11250,653,0
22,87970,5900,610,1
26,75051,10000,575,1
21,42887,11300,698,1
26,51293,11300,617,0
25,95321,10000,500,0
22,95389,5500,657,0
23,95570,20000,647,0
26,95456,17500,612,0
22,88250,7500,561,1
22,55444,11300,686,0
22,95413,10000,640,0
23,86281,11300,591,0
21,35797,11325,527,1
22,95754,10375,633,0
23,95883,17825,588,0
25,43899,11325,607,1
24,95660,8000,649,0
25,36999,11400,627,1
26,51139,11400,515,0
24,52528,11400,632,0
25,95504,14000,698,0
22,95854,35000,663,0
22,60808,11400,664,0
23,72808,11400,642,0
25,95818,10000,641,0
25,95997,20000,590,0
22,75094,2000,579,1
24,78745,11400,711,0
24,88506,11400,577,1
25,95574,9000,521,0
25,75111,18300,471,1
22,96198,10000,637,0
23,95789,3200,614,0
23,130366,11425,678,0
23,95940,16000,701,0
22,95977,11000,618,0
26,95819,14000,683,0
